ID,SAMN03477196,SAMN10366346,SAMN04455177,SAMN04901736,SAMEA91129168,SAMN07702427,SAMN03861576,SAMN07812345,SAMEA4064249,SAMN02645730,SAMN06346037,SAMN02368524,SAMN03959556,SAMN03702093,SAMN07816686,SAMN07180545,SAMN04518085,SAMN06899404,SAMN07734921,SAMN07420420,SAMN07500625,SAMN09848253,SAMN09651392,SAMN03269463,SAMN06602845,SAMN03573394,SAMN02844541,SAMN08001085,SAMN02844446,SAMN02403422,SAMN03431311,SAMN07342214,SAMEA1572008,SAMEA2228078,SAMN07528637,SAMEA4731308,SAMN07812441,SAMN07518806,SAMN08239874,SAMN08326657,SAMN06250983,SAMN02894000,SAMN04600462,SAMN09244213,SAMN03479280,SAMN09463346,SAMN03476448,SAMN07718808,SAMEA25964668,SAMN08798105,SAMN04858548,SAMN08796047,SAMN08798113,SAMN08797637,SAMN08797658,SAMN07419683,SAMN08970397,SAMEA4969793,SAMN07455834,SAMN09914078,SAMN09650494,SAMN04883174,SAMN04576714,SAMN03359749,SAMN08114260,SAMN08967090,SAMN08828207,SAMN05875578,SAMN03798175,SAMN08522210,SAMN02345386,SAMN08773502,SAMN10079363,SAMN06333902,SAMN07551802,SAMN09476521,SAMN04933547,SAMN02844694,SAMN06957049,SAMN07342313,SAMN02767003,SAMN08275883,SAMN04363045,SAMN03098741,SAMN09681767,SAMN07274008,SAMN04600124,SAMN10134229,SAMN09377484,SAMN05201929,SAMN09474890,SAMN06090728,SAMN05894824,SAMEA3572894,SAMEA4064215,SAMN06034003,SAMN10241167,SAMN03479973,SAMN06758858,SAMEA20275918
SAMN02699840,0.0370884,0.0173065,0.018423,0.0176589,0.0180408,0.0175644,0.017529,0.0177657,0.0219488,0.0170918,0.0170053,0.0200363,0.0202071,0.0195953,0.0149443,0.0153738,0.0151925,0.016009,0.0148344,0.0146678,0.0157789,0.0154542,0.0160697,0.015535,0.015422,0.0150919,0.0149496,0.0145334,0.0152138,0.0153417,0.0155403,0.017138,0.0185949,0.0164595,0.016409,0.0164652,0.0124982,0.0132233,0.0142925,0.014364,0.0143998,0.012016,0.0121817,0.0130975,0.0128577,0.0126252,0.015076,0.0130012,0.0122326,0.0127198,0.0125734,0.0125828,0.0125123,0.0125358,0.0125123,0.0125781,0.0125452,0.0126441,0.0124701,0.0124607,0.0125311,0.012564,0.0125546,0.0125405,0.0125593,0.012564,0.0126819,0.0127103,0.0111145,0.0113707,0.0114196,0.01177,0.0028724,0.000356338,0.00529723,0.00573148,0.0109746,0.0108615,0.0108312,0.0109049,0.0109093,0.010931,0.0126536,0.0121679,0.0123953,0.0107966,0.012154,0.0120252,0.0120757,0.0120987,0.0117202,0.0119063,0.0121586,0.0122975,0.0119155,0.0122882,0.0120528,0.01163,0.0131797,0.012131
SAMN02384283,0.0373731,0.0175762,0.0185272,0.0180589,0.0179807,0.017873,0.0178312,0.018089,0.0220908,0.0176175,0.0176057,0.0210591,0.0211822,0.0201478,0.015535,0.0160863,0.0156756,0.0164315,0.0145592,0.0167137,0.015681,0.0162972,0.0163978,0.0159705,0.0158608,0.0154006,0.0156593,0.0152404,0.0153257,0.0161028,0.0157898,0.0183132,0.0191244,0.0168734,0.0167365,0.016691,0.0131603,0.0138135,0.0150232,0.0152031,0.0152297,0.0131942,0.0126725,0.01334,0.013428,0.0128243,0.00662145,0.00360762,0.00239458,0.0026025,0.00238356,0.00239182,0.00239182,0.00241664,0.00241112,0.0024056,0.00235605,0.00247744,0.00177514,0.00185767,0.0019567,0.00197013,0.00194865,0.00196744,0.00193792,0.00194865,0.00211585,0.00214297,0.0126252,0.0129725,0.012372,0.0130686,0.0128672,0.0139837,0.0123208,0.0120069,0.0133693,0.0129964,0.0127862,0.0129054,0.0129246,0.0129341,0.0135854,0.0132378,0.01361,0.012358,0.0135213,0.0133011,0.0132427,0.0146574,0.0133987,0.0128386,0.0130108,0.01334,0.0130157,0.0133449,0.0131893,0.0127151,0.0146108,0.0134085
SAMN03478351,0.0358812,0.0160255,0.0172076,0.0164595,0.0168162,0.016782,0.0165778,0.0169306,0.0212166,0.0160807,0.0164427,0.0195375,0.0198797,0.0186442,0.0149076,0.0142925,0.0144049,0.0150232,0.0130975,0.0157136,0.0147405,0.013724,0.0147405,0.0143998,0.0142925,0.013714,0.0136447,0.0132913,0.0134967,0.0142009,0.0139888,0.0170168,0.0177122,0.0152138,0.0149917,0.0150919,0.0121171,0.0127388,0.0138335,0.0140139,0.0140391,0.0130349,0.0124842,0.0129006,0.0133645,0.012663,0.0160752,0.013541,0.0126158,0.0128815,0.0127293,0.0127151,0.0126488,0.0126583,0.0126536,0.0127482,0.0127056,0.0127958,0.0127767,0.012772,0.0126725,0.0126961,0.0126772,0.0126914,0.0127008,0.0127008,0.0128053,0.0128863,0.012386,0.0119611,0.0114731,0.0120115,0.0124467,0.013384,0.0125217,0.0123347,0.0130445,0.0127577,0.0119063,0.0120803,0.0120803,0.0120711,0.0132136,0.0128053,0.0131845,0.0119018,0.0134182,0.013199,0.0131506,0.0140542,0.0130445,0.0128291,0.0130927,0.0133449,0.0130927,0.0133205,0.0132962,0.0127198,0.0143691,0.0133011
SAMN09475748,0.0359997,0.0170629,0.0181736,0.0171496,0.0170111,0.0170111,0.0171207,0.0173415,0.0211754,0.016674,0.0167137,0.0198343,0.0194863,0.0191307,0.0142314,0.0152191,0.0136793,0.0139135,0.0139035,0.0161527,0.0152138,0.015076,0.0154811,0.015113,0.0150127,0.0145385,0.0146005,0.0146005,0.014777,0.0150127,0.014871,0.0172599,0.0181554,0.0168162,0.01664,0.0166061,0.0121586,0.0128481,0.0140694,0.0141401,0.0141756,0.012016,0.0117836,0.012279,0.0116435,0.0118063,0.0110007,0.0126914,0.011838,0.0121632,0.0119703,0.0119703,0.0118699,0.0118835,0.011879,0.0120023,0.01192,0.012039,0.0119611,0.0119246,0.0121448,0.0121494,0.0121356,0.0121171,0.0121725,0.0121679,0.0123208,0.0123953,0.0106245,0.0114018,0.0106631,0.0111277,0.0119155,0.0122836,0.0111497,0.0111673,0.0113796,0.0109528,0.0107966,0.0108789,0.0108009,0.0108139,0.0104325,0.00985912,0.0103056,0.00687816,0.00532977,0.00037339,0.000567102,0.00378892,0.00264439,0.00264998,0.00294908,0.00285823,0.00241664,0.0031639,0.00271725,0.00232584,0.00399931,0.00286673
SAMN10170598,0.0359522,0.016657,0.0177776,0.0168848,0.0166061,0.0167479,0.0167763,0.0169651,0.0206528,0.0163084,0.0164034,0.0194288,0.0189487,0.0186442,0.0137687,0.0152084,0.0139436,0.0144922,0.0135213,0.0161527,0.0149917,0.0146264,0.0151342,0.0147874,0.0146834,0.014135,0.0142976,0.0141098,0.0144665,0.0146834,0.0144973,0.016782,0.0181313,0.0165609,0.016409,0.0164595,0.0117157,0.0124233,0.0135066,0.0136595,0.0136942,0.0115626,0.0112864,0.0118244,0.011657,0.0114107,0.0128195,0.0118063,0.0109354,0.0112157,0.0110095,0.0110182,0.0109528,0.0109746,0.0109789,0.0110357,0.0109876,0.0111189,0.0113041,0.0113041,0.0111937,0.011229,0.0111981,0.0112201,0.0112113,0.0112157,0.0113662,0.0114018,0.0101668,0.0109615,0.0102845,0.0105176,0.0114642,0.0116706,0.0106416,0.0106373,0.0107448,0.0105988,0.0104028,0.0105645,0.0105816,0.0105988,0.0102298,0.0097316,0.0100082,0.00622063,0.00509357,0.00250793,0.00257185,0.00364018,0.00226557,0.00147774,0.00172741,0.00174861,0.00153261,0.0011038,0.00112421,0.000918724,0.00297472,0.00156142
SAMN02368793,0.0353071,0.00924953,0.0102676,0.0096661,0.00963344,0.0103647,0.0103013,0.0105517,0.0133596,0.00866199,0.00867753,0.011952,0.0122094,0.0111761,0.0161139,0.0170802,0.0166004,0.0173765,0.0150496,0.0175349,0.0163195,0.0161582,0.0168905,0.0164933,0.0163978,0.0153417,0.0152936,0.0152297,0.0154972,0.0156052,0.0158171,0.017736,0.0191056,0.0169823,0.0167479,0.0168505,0.0143998,0.0151448,0.0163363,0.0165045,0.0165496,0.015965,0.0149338,0.015535,0.0163363,0.015422,0.0178491,0.0165158,0.0155619,0.0158171,0.0156647,0.0156485,0.0155565,0.0155565,0.0155565,0.0156919,0.0156214,0.0157136,0.0157571,0.0157136,0.0155943,0.0156268,0.0155997,0.0156106,0.0156322,0.0156214,0.0157517,0.0158062,0.0152563,0.0155511,0.0148919,0.0154059,0.0158554,0.0168791,0.0157462,0.0154166,0.0161637,0.0155943,0.0152723,0.0154327,0.0154381,0.0154488,0.0148867,0.0158772,0.0162916,0.0149391,0.0162137,0.0162304,0.0161637,0.0171149,0.015987,0.015954,0.016125,0.0164203,0.016197,0.016482,0.0162972,0.015828,0.0175644,0.0164427
SAMN03479644,0.0369042,0.0174644,0.0185702,0.0181071,0.0178491,0.0175467,0.0178014,0.018083,0.0220126,0.0173648,0.0173707,0.0200756,0.0205256,0.019763,0.0158608,0.0157571,0.0151766,0.0159485,0.0147978,0.0169996,0.0158992,0.0157245,0.0158937,0.0153096,0.0151819,0.0151607,0.0152776,0.0146885,0.0150549,0.0155673,0.0154006,0.0176293,0.01888,0.0171902,0.0170168,0.0170802,0.0125076,0.0131845,0.0143129,0.0144819,0.0145128,0.0126111,0.0126961,0.0130253,0.0133157,0.0123766,0.015251,0.013384,0.0124561,0.0124748,0.0123161,0.0123068,0.0122929,0.0123254,0.0123208,0.0123301,0.0122836,0.0124,0.012663,0.0126252,0.0125264,0.0125546,0.0125217,0.0125499,0.0125593,0.0125593,0.0126866,0.0127151,0.0117293,0.0119794,0.0116751,0.0122094,0.011282,0.012131,0.0116255,0.0113573,0.00390282,0.0114107,0.0113352,0.0114955,0.0115089,0.0115178,0.0130253,0.012414,0.0128053,0.0114063,0.0127008,0.0122326,0.0122233,0.0130253,0.0123254,0.012228,0.0124701,0.012564,0.0122511,0.012564,0.012344,0.0119246,0.01361,0.0125499
SAMN03468660,0.036071,0.0161471,0.0173006,0.0167479,0.0163922,0.016314,0.0164764,0.0167194,0.0206797,0.0162304,0.0162749,0.0196468,0.0194543,0.0186689,0.0140996,0.014616,0.0139938,0.0147457,0.013141,0.0155403,0.0143537,0.0147822,0.0148971,0.0144768,0.0143537,0.0140593,0.0142365,0.0137389,0.0139235,0.0145902,0.0143947,0.0167706,0.0176648,0.0157136,0.015535,0.015616,0.0116796,0.0123673,0.0135508,0.0137091,0.0137438,0.0117609,0.011229,0.0118744,0.0121033,0.0113974,0.00488264,0.00215383,0.000949004,0.000604148,0.000434439,0.000422211,0.000336872,0.00033444,0.000327148,0.000449126,0.000400223,0.000512922,0.000991997,0.00108342,0.000875924,0.000893534,0.000865869,0.000875924,0.000885984,0.000896051,0.00102241,0.00108851,0.0111717,0.0115089,0.0111057,0.0116075,0.0113885,0.0124935,0.0112157,0.0107923,0.0116661,0.0115089,0.0112953,0.0114687,0.0114821,0.0114955,0.0121817,0.0117338,0.0121033,0.0109615,0.0120849,0.0118699,0.0118017,0.0129485,0.0118699,0.0113041,0.0114597,0.0116255,0.0113751,0.0115986,0.011433,0.0110226,0.0128815,0.0116345
SAMN02345189,0.0360591,0.0167081,0.018077,0.0169306,0.0168676,0.0171322,0.0169077,0.0172832,0.0212097,0.0161527,0.0162415,0.019448,0.0197242,0.01888,0.0136793,0.0151501,0.0141857,0.0146937,0.0136051,0.0154274,0.0145437,0.0145592,0.0150127,0.0146937,0.0146315,0.0139586,0.0143742,0.0140391,0.0142416,0.0145695,0.0143691,0.017225,0.0181373,0.015828,0.0156593,0.0156376,0.0117021,0.0123347,0.0134427,0.0136051,0.0136298,0.0115447,0.0114508,0.0119657,0.012517,0.012228,0.0146212,0.0125969,0.011648,0.0119155,0.0117202,0.0117383,0.011639,0.011648,0.0116616,0.0117474,0.0116841,0.0117927,0.0117067,0.011657,0.0117474,0.0117927,0.01177,0.0117972,0.0117881,0.0117791,0.0119246,0.0119703,0.0105645,0.0111805,0.0103859,0.0108919,0.011282,0.0120206,0.0110619,0.0108832,0.0117745,0.0107621,0.0106287,0.0107836,0.0108009,0.0108009,0.0120528,0.01163,0.0120252,0.0101166,0.0117338,0.0115178,0.0114821,0.0124046,0.0115447,0.0113041,0.0115313,0.0117609,0.0114419,0.0117157,0.0116661,0.0112113,0.0128148,0.0117112
SAMEA104449013,0.0365633,0.0168391,0.0177716,0.0172134,0.0175349,0.0171149,0.0172482,0.0175821,0.0216533,0.0168791,0.0170687,0.0201347,0.0199123,0.0193206,0.0141553,0.0154327,0.0147822,0.0154166,0.0139737,0.0161416,0.0151236,0.0155403,0.0155727,0.0152084,0.0151077,0.0147197,0.0150971,0.0146574,0.0146989,0.0154435,0.015018,0.0173006,0.0181736,0.0162081,0.0160145,0.0160642,0.0125076,0.01317,0.0142416,0.01441,0.0144408,0.0125828,0.0121079,0.0126725,0.0126488,0.0122326,0.00933376,0.00674409,0.00580487,0.00549005,0.00556248,0.00555918,0.00557898,0.00559219,0.00559219,0.00558228,0.00553611,0.0055988,0.00573481,0.00578482,0.00560541,0.00563519,0.00561533,0.00563519,0.00562195,0.00561864,0.00555918,0.0055988,0.0115896,0.0120941,0.0115986,0.0122372,0.0119886,0.0126347,0.0115447,0.0112245,0.0119428,0.012016,0.011639,0.012016,0.0120298,0.0120573,0.0128577,0.0119657,0.0123115,0.0112113,0.0124654,0.0121863,0.0121632,0.0132427,0.012131,0.0117338,0.0117655,0.0118744,0.0116751,0.0119246,0.011879,0.0113929,0.0130349,0.0119428
SAMN10241089,0.0360472,0.010918,0.0117791,0.0109223,0.0111145,0.0097932,0.00990456,0.010192,0.0153203,0.0104071,0.0106502,0.0130927,0.0132573,0.0127577,0.0166967,0.0172832,0.0172948,0.0180589,0.0159211,0.0179567,0.0169134,0.0169996,0.0172948,0.0168448,0.0167535,0.0163475,0.0164652,0.0160531,0.0161582,0.0163866,0.0158171,0.0182402,0.0201478,0.0176707,0.0175349,0.0175939,0.0154919,0.0161527,0.0173707,0.0175408,0.0175821,0.0168276,0.0159211,0.0164371,0.0167649,0.0159595,0.0189049,0.0169421,0.0160421,0.0163754,0.0161748,0.0161804,0.0160918,0.0161084,0.0161028,0.016197,0.016136,0.0162471,0.0162693,0.0162248,0.0160918,0.016136,0.0161028,0.0161139,0.0161471,0.0161194,0.0162693,0.016314,0.0158937,0.0165891,0.0160697,0.0163251,0.0161748,0.0174175,0.0164708,0.0161471,0.0165609,0.0166457,0.015965,0.0161582,0.0161804,0.0161859,0.015331,0.0163307,0.0167535,0.0157408,0.0171149,0.0170514,0.0169938,0.0181736,0.0168334,0.0167877,0.016657,0.0168448,0.0169593,0.0171265,0.0171091,0.016674,0.0183802,0.0171554
SAMN04902843,0.0358812,0.0160586,0.0170111,0.0164483,0.0165552,0.0163307,0.0163251,0.0165778,0.0206595,0.016125,0.0162248,0.0196339,0.01975,0.0187122,0.0142314,0.0145282,0.01413,0.0148814,0.0130734,0.0154113,0.0140996,0.0147353,0.0148344,0.01441,0.0142925,0.0138485,0.0141705,0.0136645,0.0138585,0.0145592,0.0143282,0.0168048,0.0175232,0.015616,0.0154059,0.0154865,0.0116165,0.0123022,0.0134574,0.0136397,0.0136694,0.0117067,0.0111145,0.0117609,0.0120619,0.0112025,0.00521938,0.0019272,0.000785658,0.000793161,0.0007457,0.000748195,0.000743206,0.000765667,0.000763169,0.000765667,0.000715796,0.000830728,0.000368516,0.000458924,0.000264084,0.000281038,0.000264084,0.000283462,0.000191626,0.000201268,0.000215742,4.53027e-05,0.0110838,0.0114642,0.0107923,0.0115537,0.0113352,0.0124093,0.0107103,0.0104155,0.0117972,0.0114776,0.0109876,0.0113796,0.0114018,0.0114196,0.012131,0.0114553,0.0117972,0.0108572,0.011879,0.0120023,0.011952,0.0130782,0.0118063,0.0112908,0.0114374,0.0117428,0.0115134,0.01177,0.0115941,0.0111761,0.0130301,0.0117836
SAMN07731464,0.0357513,0.0158992,0.0168676,0.0162972,0.0163866,0.0161582,0.0161582,0.016409,0.0205256,0.0159705,0.0160642,0.0194991,0.0196275,0.0185887,0.0140744,0.0143742,0.0139687,0.0147197,0.0129006,0.0152244,0.0139486,0.0145798,0.0146937,0.0142416,0.0141098,0.0136892,0.0140089,0.0135016,0.0136793,0.01441,0.014206,0.0166344,0.0173415,0.0154435,0.015235,0.0152883,0.0114241,0.0121494,0.0132913,0.0134624,0.0135066,0.0115537,0.010931,0.011621,0.0119063,0.0110357,0.00506787,0.00174596,0.000604148,0.000778158,0.000567102,0.000574504,0.000569569,0.00059179,0.000589319,0.000586849,0.000537527,0.000651194,0.000186807,0.000276192,8.11594e-05,0.000105109,8.59464e-05,0.000100316,9.52667e-06,1.90591e-05,0.000249566,0.000213329,0.0109267,0.0113041,0.0106287,0.011384,0.0111717,0.0122233,0.0105133,0.0102382,0.0116165,0.011313,0.0110707,0.0111981,0.0112157,0.011229,0.0119611,0.0115582,0.0119018,0.0106802,0.0116886,0.0118153,0.0117836,0.0129246,0.01163,0.0111453,0.011251,0.0115492,0.0113529,0.0115761,0.0114241,0.0110313,0.0128672,0.0116075
SAMEA3928555,0.0363822,0.0179268,0.0190552,0.0182281,0.0180529,0.018077,0.0179328,0.018301,0.0214444,0.0175114,0.0178849,0.020673,0.0197371,0.0196403,0.0142925,0.0159925,0.0150549,0.0156973,0.014318,0.0167308,0.0159266,0.0157844,0.0160863,0.0157299,0.0156322,0.0152404,0.0154703,0.0154542,0.0154703,0.0156376,0.015768,0.0182099,0.0188738,0.0171033,0.0171265,0.0171438,0.0130975,0.01361,0.0147561,0.0147509,0.0147874,0.0128481,0.0123533,0.0126064,0.0123673,0.0121863,0.0106416,0.0093418,0.00937399,0.00960489,0.00946279,0.00945875,0.00945875,0.00949113,0.00948303,0.00948708,0.00943046,0.00952357,0.00978087,0.0098385,0.00967019,0.00969883,0.0096661,0.00966202,0.00968655,0.00969473,0.00980143,0.00985087,0.0114597,0.011984,0.011639,0.011879,0.0126488,0.0126677,0.0114597,0.011648,0.0118744,0.011838,0.01163,0.0117428,0.0117338,0.0117609,0.0111673,0.0106287,0.0107707,0.00816716,0.0066005,0.00442156,0.00457082,0.00549663,0.00408721,0.00324479,0.00352208,0.00344575,0.0033028,0.00361354,0.00321875,0.0028724,0.00366389,0.00239458
SAMN09260912,0.0357867,0.0159046,0.0168619,0.0162693,0.0163754,0.0161582,0.0161582,0.0164203,0.0205122,0.0159595,0.0160531,0.0194799,0.0196275,0.0185949,0.0140946,0.0143844,0.0139888,0.0147457,0.0129198,0.0152563,0.0139837,0.0145953,0.0147041,0.0142518,0.0141401,0.013719,0.0140341,0.0135311,0.013719,0.0144152,0.0142314,0.0166061,0.0173531,0.0154166,0.0152138,0.0152883,0.0114241,0.012154,0.0132962,0.0134869,0.0135115,0.0115626,0.0109223,0.0116345,0.0119246,0.0110575,0.00514508,0.00179906,0.000641278,0.000868382,0.000658635,0.00066608,0.000661116,0.000678494,0.000680979,0.000678494,0.000628892,0.000743206,0.000271348,0.000302863,0.00015552,0.000189217,0.000169953,0.000184398,9.79202e-05,0.000102712,0.00033444,0.00029316,0.010918,0.011313,0.0106416,0.0113974,0.0111805,0.012228,0.0105091,0.0102466,0.01163,0.0113352,0.0110926,0.0112245,0.011251,0.0112555,0.0119748,0.0115806,0.01192,0.0106931,0.0116886,0.0118199,0.0117881,0.0129246,0.0116525,0.0111497,0.0112687,0.0115716,0.0113573,0.0115761,0.0114285,0.0110313,0.012872,0.0116345
SAMN07585799,0.0361784,0.016674,0.0174292,0.0165609,0.0174116,0.0174175,0.0172541,0.0176116,0.0217444,0.0164203,0.0166797,0.0195504,0.0200953,0.0188177,0.0151766,0.0153684,0.0145592,0.0149864,0.0140139,0.0155188,0.0148344,0.0137986,0.0154113,0.0150919,0.0150022,0.0142416,0.0144716,0.0140946,0.0141806,0.0151395,0.0150022,0.0182039,0.0189925,0.0172366,0.0170514,0.017086,0.00205903,0.00221915,0.000351469,0.000114699,0.000136297,0.0130638,0.0128768,0.0134574,0.0140895,0.0136694,0.0164034,0.0135459,0.0133011,0.0136496,0.0134378,0.0134476,0.0133693,0.0133791,0.0133742,0.0134574,0.0134085,0.0135016,0.0135311,0.0134869,0.0133889,0.013428,0.0134036,0.0134231,0.0134133,0.0134182,0.0135607,0.0136002,0.0123627,0.0125593,0.0118335,0.0117655,0.0132573,0.0141249,0.0132816,0.0129964,0.0135854,0.0128768,0.0123487,0.012372,0.0123906,0.0124046,0.012442,0.0125217,0.012131,0.0126252,0.0133938,0.0137438,0.0137787,0.0130301,0.0127958,0.0135804,0.0136892,0.0139687,0.0137389,0.0133254,0.0132524,0.0134574,0.0150022,0.0139637
SAMN01902371,0.0358693,0.01602,0.0167877,0.0164315,0.0165214,0.0162805,0.0162805,0.0165158,0.0206193,0.0160807,0.0161582,0.0195311,0.0196854,0.0186813,0.0139536,0.0144768,0.0140845,0.0147926,0.0130108,0.0150285,0.0139888,0.0146885,0.0147822,0.0143384,0.0142314,0.0138185,0.0141148,0.0136298,0.0137886,0.0145231,0.0142619,0.0167422,0.0174644,0.0153577,0.0151607,0.0151236,0.0115492,0.0122372,0.0134182,0.0135903,0.0136298,0.0116165,0.0110619,0.0117067,0.0118562,0.0111497,0.00492081,0.00184966,0.000720777,0.0008885,0.000676011,0.000683463,0.000678494,0.000700865,0.000698378,0.000695891,0.000646235,0.000760673,2.1443e-05,0.000114699,0.000208504,0.000232645,0.000213329,0.000227814,0.000184398,0.000194036,0.000375828,0.000388021,0.0110357,0.0114018,0.0107319,0.0115044,0.0112599,0.012344,0.0106459,0.0103351,0.0117157,0.0113974,0.0111717,0.0113086,0.011344,0.0113529,0.0120849,0.0116345,0.0119977,0.0107836,0.0118063,0.0116075,0.0115671,0.013006,0.0117383,0.0112334,0.0113573,0.011657,0.0113618,0.0116841,0.0115089,0.0111101,0.0129725,0.0117293
SAMN03466300,0.0362502,0.0169364,0.0181675,0.0170283,0.0167308,0.0165271,0.0167365,0.0170629,0.0207538,0.0161527,0.0165496,0.0194352,0.0190615,0.0187742,0.0139787,0.0155565,0.0140946,0.0147509,0.0134231,0.0162026,0.0152883,0.0151183,0.0154006,0.0149864,0.0148971,0.0143589,0.0146834,0.0145179,0.0148082,0.0150654,0.0145231,0.0169651,0.0183802,0.0167251,0.0165665,0.0166004,0.0120757,0.012734,0.0138885,0.0140341,0.0140694,0.0120757,0.0115626,0.0117609,0.0114731,0.0113974,0.0124935,0.0121632,0.0112378,0.0115761,0.0113796,0.0113796,0.011282,0.0113086,0.011313,0.0113929,0.0113485,0.0114553,0.011648,0.0116345,0.0115089,0.0115268,0.0115044,0.0115134,0.0115358,0.0115402,0.0116661,0.0117428,0.0101208,0.0112466,0.010556,0.0108225,0.0117067,0.0119474,0.0109093,0.0108225,0.0108659,0.0107707,0.0107146,0.0108702,0.0108832,0.0108832,0.0100623,0.00947898,0.00980966,0.00655521,0.00501979,0.00248852,0.00254959,0.00353386,0.00225737,0.0013841,0.00135301,0.00016033,0.00128584,0.00197282,0.00145428,0.00105543,0.00294908,0.0015457
SAMEA80162668,0.0235794,0.0145179,0.0158444,0.0148919,0.0151819,0.014673,0.0147405,0.0149549,0.0190993,0.0138585,0.0146057,0.0175644,0.0179867,0.0167763,0.0138485,0.0151819,0.0150866,0.0159211,0.0133011,0.0162415,0.0148344,0.0150232,0.0154703,0.0149917,0.0148867,0.0146264,0.0146367,0.0146367,0.0145902,0.015076,0.0144254,0.0178133,0.018368,0.0162526,0.0160476,0.016136,0.0136496,0.0143078,0.0154703,0.0156322,0.0156647,0.0152457,0.0147822,0.015235,0.0157626,0.0144408,0.0181011,0.0157462,0.0150232,0.0153524,0.0151395,0.0151395,0.0150602,0.0150813,0.0150866,0.0151819,0.0151236,0.015251,0.0150971,0.0150654,0.0149391,0.0149811,0.0149391,0.0149601,0.0149917,0.0149864,0.0151024,0.0151766,0.0143947,0.0150602,0.0143793,0.0148291,0.0152297,0.0162193,0.0148135,0.0145798,0.015076,0.0152031,0.0141705,0.0143435,0.0143589,0.0143793,0.0139436,0.0149076,0.0153257,0.0142314,0.0152084,0.0154435,0.0154381,0.0164315,0.0152084,0.0151925,0.0151183,0.0154381,0.0154703,0.015719,0.0155188,0.0150707,0.0167706,0.0156647
SAMEA104289719,0.0363702,0.0167365,0.0169536,0.0171265,0.0170283,0.0168676,0.0169593,0.0171786,0.0212854,0.0167877,0.0168734,0.0202599,0.0200756,0.0192128,0.0146212,0.0151872,0.0142976,0.0147926,0.0137289,0.0159375,0.0146108,0.0144973,0.0153684,0.0149549,0.0148605,0.0141959,0.0147301,0.0143231,0.0145025,0.0152084,0.0149496,0.0173181,0.0179508,0.0161028,0.015943,0.015998,0.0122558,0.0129389,0.0135508,0.0132767,0.0133205,0.01163,0.0117972,0.0124046,0.0126441,0.0117972,0.00528748,0.00202395,0.00151168,0.000956583,0.000984402,0.00097934,0.0008885,0.000885984,0.000875924,0.00100466,0.000956583,0.00107069,0.00141786,0.0015143,0.00129874,0.00131681,0.00128842,0.00129874,0.00131164,0.00132198,0.0012678,0.0013349,0.0116931,0.0120757,0.0115268,0.0115671,0.0119565,0.0130108,0.0116345,0.011251,0.0122465,0.0120573,0.011657,0.0119018,0.0119246,0.0119428,0.012734,0.0120941,0.01177,0.0115089,0.0122604,0.0122836,0.012344,0.0127293,0.0117655,0.0119063,0.0120987,0.0121632,0.0120115,0.0115268,0.011282,0.0115761,0.0132767,0.012154
SAMN10382421,0.0357749,0.0157626,0.0166513,0.01602,0.0162638,0.0160807,0.016125,0.016381,0.0205724,0.0154972,0.0154542,0.0183924,0.0191939,0.0180649,0.0139335,0.0139536,0.0133011,0.0139536,0.0128863,0.0151024,0.0140593,0.0140492,0.0142416,0.0137538,0.0136496,0.0133742,0.013714,0.0131748,0.0132962,0.0141047,0.0136496,0.0165045,0.0176175,0.0152138,0.0150232,0.0150443,0.0110313,0.01177,0.0129341,0.0131265,0.0131651,0.00181502,0.0110182,0.0116435,0.0121079,0.0114464,0.0142518,0.0118881,0.0110051,0.0113396,0.0111233,0.0111321,0.0110532,0.0110619,0.0110575,0.0111453,0.0110882,0.0111673,0.0110269,0.0109789,0.0110663,0.0111101,0.0110926,0.0111057,0.0111057,0.0111014,0.0112643,0.0112953,0.0105859,0.0110007,0.0103901,0.0109571,0.0105176,0.0114419,0.010775,0.0104198,0.0111893,0.0107103,0.010603,0.0107966,0.0108182,0.0108312,0.0111981,0.0112113,0.011621,0.0100332,0.0114999,0.0112069,0.0112025,0.0123115,0.0111014,0.0111629,0.0112864,0.0115806,0.0112953,0.0115941,0.0114196,0.01104,0.0127862,0.01163
SAMN03475856,0.0358693,0.0164652,0.0175467,0.0167251,0.0164315,0.0165891,0.0164595,0.0168276,0.0205791,0.015954,0.0161416,0.019137,0.01888,0.0184904,0.0134182,0.0150602,0.0138185,0.0142976,0.0134476,0.0155943,0.0148082,0.0146471,0.0149917,0.0147197,0.0146367,0.0138785,0.0141705,0.0140039,0.0142874,0.0145385,0.0144152,0.0166967,0.0179867,0.015987,0.0158062,0.0158335,0.0115313,0.0122002,0.0133547,0.0135459,0.0135903,0.0114464,0.0110182,0.0116796,0.0111409,0.0112378,0.0125499,0.0122048,0.0112643,0.0113086,0.0113974,0.0113974,0.0113174,0.0113307,0.0113307,0.0114196,0.0113662,0.0114821,0.0114687,0.0114419,0.0115447,0.0115537,0.0115358,0.0115268,0.0115716,0.0115626,0.0115044,0.0114955,0.00999575,0.010788,0.0100915,0.0105517,0.0113618,0.0114196,0.0104283,0.0104538,0.0105902,0.0104453,0.0100415,0.0103816,0.0103605,0.0103689,0.00961304,0.00877107,0.00914972,0.00607761,0.00455521,0.00185233,0.00190042,0.00287807,0.00167453,0.00172741,0.0019567,0.00182301,0.00148818,0.00233682,0.00178045,0.00140227,0.00298898,0.00188705
